username,comment,date,like_count
@w.w77,Still one of my favorite you tube videos,2023-11-03T09:44:01Z,0
@arturozapata6675,"Yep, confirmed! This guy IS a shape shifter",2023-10-30T22:42:26Z,0
@AGC828,"BH  is one of the best imporsonators IMHO...he ony one to  capture enough  of the tones in the actor's voice as well as the uncanny ability to  morph his face to mimic the actors...like a ""Superhero's  power""....You SEE that actor he's doing an impression of in his face....Cruise, Pacino,  Schwarzenegger.....",2023-10-26T18:46:26Z,0
@AnneHC,unreal how bill hader takes on the face of those he impersonates. He LOOKS like them.,2023-10-12T20:51:05Z,0
@iqbalshaweiz7048,He's an alien,2023-10-12T10:29:31Z,0
@robhimself33,These transitions are absolutely flawless. Incredible work.,2023-10-10T22:23:59Z,18
@R._Thornhill,"I’ve noticed in all of his impressions, Dinero, Schwarzenegger, Cruse his face, more specifically his eyes take on the appearance of the person his doing an impression of. Amazing.",2023-10-10T21:25:17Z,0
@LastFirst-rr9cj,Scary.,2023-10-10T16:47:06Z,0
@artnardone,He takes on the face of who ever he imitates.,2023-10-08T21:54:58Z,0
@atmakali9599,"America worships celebrities. No wonder it’s a soulless cesspool of misery.  
These people are the lowest form of desperation and the highest rewarded.  
What a fkn mess",2023-10-08T19:41:14Z,0
@karlheinzegger9790,Interesting how Bill's face takes the look of the person he impersonates? When he does Schwarzenegger or Pacino you don't have to hear the voices. Same here with Tom Cruise.,2023-10-08T10:33:49Z,0
@mostafaabdelrahman987,How he could change his face shapes,2023-10-04T03:02:35Z,0
@ninanova2934,He looks like Tom Cruz's son.,2023-10-03T18:48:22Z,0
@tuanshuhood6725,Gosh ... He looks like Tom,2023-10-02T12:17:20Z,0
@vr1774,0:54 walks in with the right face,2023-10-02T08:16:22Z,0
@Icriedtoday,"Damn, at times his face looks EXACTLY like Tom Cruise!",2023-09-29T22:55:40Z,0
@jonfiveland6936,He is absolutely one of the greatest talents in Hollywood. Always intetertaing.,2023-09-29T02:33:53Z,0
@rsz90182,He morphs into Tom Cruise on demand.,2023-09-28T15:33:26Z,0
@adct80ne81,Bill Hader was so giggly and adorable telling those stories. He was so fresh on the scene. ❤,2023-09-28T03:02:39Z,0
@widerstandskampfer1762,"Now, imagine an old-schooler like myself not familiar with modern technologies watching a video like this plus a couple more where Bill does Al Pacino and Arnold Schwarzenegger. My first thought was: I don't question his talent, but to be able to morph into other people's faces so smoothly has something devilish in it.",2023-09-27T13:05:35Z,0
@djrichylaurence8991,The dangers of the modern world. How do you know who you are watching?  Careful what you believe.,2023-09-24T07:31:44Z,0
@kypie8,"This is creepy technology & a double edged sword. In the wrong hands, this will lead to no good. Think along the lines of a false incrimination upon an innocent person where deepfake footage (“evidence”) places that person at the scene of a crime in which they were never present",2023-09-23T20:27:01Z,0
@ae70gts,"by reading the comments i can see why humanity has failed .
fortunately lots of commenters know what they are talking about .
there is still hope.",2023-09-23T05:56:46Z,1
@atomatman3104,BILL HADER IS REALLY TOM ON a crusien,2023-09-22T03:55:48Z,0
@pixelroutine4609,"Tom is a fan of movies, that's why he can say ""can you believe we were in that movie!?"".  Like a true fan of just the art of it and enjoys watching a movie a day for entertainment and learning.  It's incredible.  I respect that work ethic.  Everyone should have that dedication and passion for their craft.  If they did the world would be a better place.  Even if you work at McDonalds do well in that because how you do anything is how you do everything.",2023-09-15T22:01:38Z,0
@lotusmarilyn2825,The faces is it AI ?,2023-09-15T21:23:18Z,0
@florete2310,That's high accolades from the likes of Les Grossman,2023-09-13T20:23:35Z,0
@tombukto,That is so disturbing!,2023-09-12T18:36:54Z,1
@abhishekanand8666,What the fuck...how does he do that??? That is sick 😮😂,2023-09-10T21:01:05Z,0
@bensisko4651,"Something happens with his face that just......for lack of a better word, ""transforms"" into the character he's imitating! Wow😮😮😮",2023-09-10T20:16:44Z,0
@mvies77,Bill Hader is so humble and the nicest person with truly genius level talent.,2023-09-09T14:46:43Z,0
@pranabroy2802,"Amazing talent, how he is shifting his face smoothly to Tom cruise is absolutely insane.",2023-09-08T06:30:23Z,0
@robertlaschever3935,Creepy.,2023-09-08T04:17:30Z,1
@earthbornalien2888,Ok I had to go to the comments for this one I was like wow he looks alot like Tom lol,2023-09-07T06:43:24Z,0
@SeraphsWitness,"It actually was surprising that Tom was in that movie, more so than Bill Hader. The role was so bizarre and unexpected.",2023-09-06T16:56:29Z,0
@jorgeamorim3549,O incrível que além de emitir o ator a feição também,2023-09-03T22:12:13Z,0
@dogecoinx3093,That was neat,2023-08-28T06:01:47Z,0
@vBDKv,This is crazy. Putin is the number 1 user.,2023-08-21T15:50:32Z,0
@flickmybiscuit,Yeah I don't know if I like this. Shit is scary,2023-08-18T10:18:40Z,1
@sarasotarebel2445,This is dangerous.  Anyone with this technology can put your face on any crime.,2023-08-15T22:36:20Z,1
@Outdoorshuntingshooting,Yeah that face thing.,2023-08-12T09:58:49Z,0
@alistaircraig7849,"Transitions were so smooth. Also Bill is just great, such a genuine guy, met him once and he was very polite.",2023-08-12T03:20:49Z,0
@kevinmoy3752,i come back to watch just because of how smooth the face transitions are.,2023-08-11T15:46:18Z,0
@markantoine1254,It's at the 0:54 .. that the face kinda transitioned,2023-08-10T16:19:22Z,0
@Next2NothingGamer,Coolest thing ever.,2023-08-10T04:35:01Z,0
@januarymelody8511,Bill is so great. It’s crazy how without any props at all you feel like you’re looking at the person he is impersonating. Wow!,2023-08-08T03:37:26Z,0
@flowfaster,It's funny but scary at the same time,2023-08-05T03:05:33Z,0
@Diego-wp6yc,Good computer work,2023-08-01T05:22:58Z,0
@soteriamediaproductions6165,Fast fwd to 2023……………actors are on strike because AI and deep fake will make them obsolete.,2023-08-01T03:05:59Z,1
@ltsch1671,He seems to be little nervous. Must be one of His early invitations as guest,2023-07-30T15:08:21Z,0
@mollyanderson5331,What kinda creepy is he looks like he gains more facial hair when he impersonates Seth Rogan.,2023-07-26T19:42:06Z,0
@mindozaa,Bro is changing avatars,2023-07-26T17:27:46Z,0
@hussainfaleh6749,هذ الرجل مستحوذ علي جني يغير وجهة وليست موهبة فحتى الأسنان يستطيع تقليدها وهذا مستحيل على البشر العاديين لأنها ثابتة ولآ يمكن تحريكها مثل العضلات والاوتار,2023-07-24T18:47:34Z,0
@jlb9368,Insanely talented Bill Hader!,2023-07-20T14:05:33Z,1
@nonameman518,Omg. 😲 That's crazy amazing and scary at the same time,2023-07-20T10:41:04Z,0
@NMEntertains,That’s crazy!,2023-07-16T03:59:40Z,0
@hchappy125,Bro I’m about to see Mission Impossible at an Alamo drafthouse and they played your video before the trailers,2023-07-12T22:27:53Z,0
@pinkapplesauce4654,“This is real”sheeple!!!!!,2023-07-12T21:35:28Z,1
@psicologohenrique3636,"Meu Deus o que é isso, ele fica totalmente igual 😂❤",2023-07-10T01:02:06Z,0
@kylebennett4196,This young bill hader should’ve played freddie mercury,2023-07-08T07:16:04Z,0
@x3mmusiq151,We will always be tricked with the truth right infront of our face,2023-07-07T03:45:53Z,1
@Evemeister12,"Can he do eddie murphy impressions too,",2023-07-01T21:02:28Z,0
@DMillerFlorida,Dangerous. Absolutely dangerous. For the  innocent people..,2023-07-01T14:45:16Z,1
@buffalo-biff,So is Hader's 12 year old girl giggles from too much drugs or inbred brain chemistry?,2023-06-30T11:44:24Z,1
@Kiss_lynda,I don’t believe this video is being truthful but he does look more like Jim Carey than Cruz,2023-06-29T00:20:39Z,0
@charlesfountain3946,Boy is this kid a bundle of laughs... We can all sleep better knowing he had a close encounter of the 4th kind with Tom C...  Maybe that was a T-shirt moment or Tom just silently asked if he could get an autograph on a  toy bone for his dog...,2023-06-28T22:15:56Z,0
@jameshenderson9830,How in the F does he change his face with every voice change.  He is incredible.,2023-06-28T21:33:45Z,0
@DalTones79,OMG 😲 what's next,2023-06-27T20:08:39Z,0
@bobbowie9350,so good!,2023-06-26T04:48:49Z,0
@richardthomasjr.7918,Looks dead like Tom cruise like damn that's dope but freaky 😂,2023-06-25T13:57:10Z,0
@LoanShoppingExpert,This scares me.,2023-06-25T01:06:55Z,1
@EverydayGPT,Is he a shapeshifter?,2023-06-24T07:21:46Z,0
@detroitdiezel7856,"That is so awesome 👌 I just took a couple of hits off a joint before watching this and thought that I was so stoned, my mind was creating the face changes. I had to go beck and rewatch it to make sure it was the deep fake technology and not the weed!",2023-06-21T10:40:19Z,1
@jahonjohnson2438,His this real?,2023-06-20T18:52:06Z,0
@Bubu567,"Bill hader has the best seth rogan impression. If I was blindfolded and both talked one after the other, I wouldn't be able to tell you which was which.",2023-06-20T07:41:40Z,0
@everexpanding1,We used to say 'the camera never lies '. Those days are over.,2023-06-19T00:35:40Z,1
@thelawofdivineoneness458,I absolutely hate this technology.  Sure it's entertaining but it is dangerous as hell.,2023-06-16T04:45:05Z,1
@Eazy-ERyder,Wow what a marvel. The face-changing is legendary here.,2023-06-15T10:09:24Z,0
@msalvarez74,Holy shid. The transitions/transformations are so trippy.,2023-06-12T22:18:17Z,0
@steveguy1975,"Now this guy could be an alien , 👽 a shape shifter 😂",2023-06-12T19:12:58Z,1
@steveguy1975,Its amazing his face actually changes with each character 😂,2023-06-12T19:11:17Z,1
@jhonsepulvedo6750,Deception,2023-06-11T20:06:53Z,0
@rimasflora1453,His face is changing,2023-06-10T09:47:45Z,0
@bradmuehlenbein,“Yeah! TOM!” 😂😂,2023-06-09T20:41:18Z,0
@yvonneholmes2990,SPEECHLESS......WTF????????????????????????????????????????,2023-06-09T11:22:26Z,0
@KD_1989,I didn’t realize Bill Hader looked so much like Tom Cruise. At certain point in the video they look identical…,2023-06-07T20:21:49Z,0
@juliafandos2213,"I´ve just seen in him not only Tom Cruise but Seth Roger, too :). Great impersonation!",2023-06-07T19:04:59Z,0
@danieldecarvalho3766,Just like a Tleilaxu Face Dancer must be.,2023-06-07T12:14:53Z,0
@antonymmoore9623,He even makes himself look like Arnold when he does Arnie frickin freaky this man has talent 😮,2023-06-02T22:56:00Z,0
@user-vv4mk1ez5q,😮😮,2023-05-31T21:07:50Z,0
@joselomeli834,how does he do that????,2023-05-27T16:49:36Z,1
@jusssnow8271,Holy shit this is actually terrifying,2023-05-27T11:51:23Z,1
@frk040,Deep fake is right. He grew hair on his face for the Seth Rogen impression?? WTF?,2023-05-26T22:14:58Z,0
